,395.35,1679,452.992,-1,0,-0.996194698
,395.35,1379,452.992,-1,0,-0.996194698
,395.3777778,1374.642213,452.8047349,-1,0.087155743,-0.996194698
,395.4055556,1370.317591,452.2353877,-1,0.173648178,-0.984807753
,395.4333333,1366.059048,451.2912913,-1,0.258819045,-0.965925826
,395.4611111,1361.898993,449.979631,-1,0.342020143,-0.939692621
,395.4888889,1357.869087,448.3103894,-1,0.422618262,-0.906307787
,395.5166667,1354,446.2962702,-1,0.5,-0.866025404
,395.5444444,1350.321178,443.9526022,-1,0.573576436,-0.819152044
,395.5722222,1346.86062,441.2972222,-1,0.64278761,-0.766044443
,395.6,1343.644661,438.3503391,-1,0.707106781,-0.707106781
,395.6277778,1340.697778,435.1343805,-1,0.766044443,-0.64278761
,395.6555556,1338.042398,431.6738218,-1,0.819152044,-0.573576436
,395.6833333,1335.69873,427.995,-1,0.866025404,-0.5
,395.7111111,1333.684611,424.1259131,-1,0.906307787,-0.422618262
,395.7388889,1332.015369,420.0960072,-1,0.939692621,-0.342020143
,395.7666667,1330.703709,415.9359523,-1,0.965925826,-0.258819045
,395.7944444,1329.759612,411.6774089,-1,0.984807753,-0.173648178
,395.8222222,1329.190265,407.3527871,-1,0.996194698,-0.087155743
,395.85,1329,402.995,-1,1,-6.12574E-17
,397.85,1329,203.004,-1,1,-6.12574E-17
,397.8777778,1329.190265,198.6462129,-1,0.996194698,0.087155743
,397.9055556,1329.759612,194.3215911,-1,0.984807753,0.173648178
,397.9333333,1330.703709,190.0630477,-1,0.965925826,0.258819045
,397.9611111,1332.015369,185.9029928,-1,0.939692621,0.342020143
,397.9888889,1333.684611,181.8730869,-1,0.906307787,0.422618262
,398.0166667,1335.69873,178.004,-1,0.866025404,0.5
,398.0444444,1338.042398,174.3251782,-1,0.819152044,0.573576436
,398.0722222,1340.697778,170.8646195,-1,0.766044443,0.64278761
,398.1,1343.644661,167.6486609,-1,0.707106781,0.707106781
,398.1277778,1346.86062,164.7017778,-1,0.64278761,0.766044443
,398.1555556,1350.321178,162.0463978,-1,0.573576436,0.819152044
,398.1833333,1354,159.7027298,-1,0.5,0.866025404
,398.2111111,1357.869087,157.6886106,-1,0.422618262,0.906307787
,398.2388889,1361.898993,156.019369,-1,0.342020143,0.939692621
,398.2666667,1366.059048,154.7077087,-1,0.258819045,0.965925826
,398.2944444,1370.317591,153.7636123,-1,0.173648178,0.984807753
,398.3222222,1374.642213,153.1942651,-1,0.087155743,0.996194698
,398.35,1379,153.004,-1,1.22515E-16,1
,398.35,1679,153.004,-1,0,1
,398.3222222,1683.357787,153.1942651,-1,-0.087155743,0.996194698
,398.2944444,1687.682409,153.7636123,-1,-0.173648178,0.984807753
,398.2666667,1691.940952,154.7077087,-1,-0.258819045,0.965925826
,398.2388889,1696.101007,156.019369,-1,-0.342020143,0.939692621
,398.2111111,1700.130913,157.6886106,-1,-0.422618262,0.906307787
,398.1833333,1704,159.7027298,-1,-0.5,0.866025404
,398.1555556,1707.678822,162.0463978,-1,-0.573576436,0.819152044
,398.1277778,1711.13938,164.7017778,-1,-0.64278761,0.766044443
,398.1,1714.355339,167.6486609,-1,-0.707106781,0.707106781
,398.0722222,1717.302222,170.8646195,-1,-0.766044443,0.64278761
,398.0444444,1719.957602,174.3251782,-1,-0.819152044,0.573576436
,398.0166667,1722.30127,178.004,-1,-0.866025404,0.5
,397.9888889,1724.315389,181.8730869,-1,-0.906307787,0.422618262
,397.9611111,1725.984631,185.9029928,-1,-0.939692621,0.342020143
,397.9333333,1727.296291,190.0630477,-1,-0.965925826,0.258819045
,397.9055556,1728.240388,194.3215911,-1,-0.984807753,0.173648178
,397.8777778,1728.809735,198.6462129,-1,-0.996194698,0.087155743
,397.85,1729,203.004,-1,-1,1.83772E-16
,395.85,1729,402.995,-1,-1,1.83772E-16
,395.8222222,1728.809735,407.3527871,-1,-0.996194698,-0.087155743
,395.7944444,1728.240388,411.6774089,-1,-0.984807753,-0.173648178
,395.7666667,1727.296291,415.9359523,-1,-0.965925826,-0.258819045
,395.7388889,1725.984631,420.0960072,-1,-0.939692621,-0.342020143
,395.7111111,1724.315389,424.1259131,-1,-0.906307787,-0.422618262
,395.6833333,1722.30127,427.995,-1,-0.866025404,-0.5
,395.6555556,1719.957602,431.6738218,-1,-0.819152044,-0.573576436
,395.6277778,1717.302222,435.1343805,-1,-0.766044443,-0.64278761
,395.6,1714.355339,438.3503391,-1,-0.707106781,-0.707106781
,395.5722222,1711.13938,441.2972222,-1,-0.64278761,-0.766044443
,395.5444444,1707.678822,443.9526022,-1,-0.573576436,-0.819152044
,395.5166667,1704,446.2962702,-1,-0.5,-0.866025404
,395.4888889,1700.130913,448.3103894,-1,-0.422618262,-0.906307787
,395.4611111,1696.101007,449.979631,-1,-0.342020143,-0.939692621
,395.4333333,1691.940952,451.2912913,-1,-0.258819045,-0.965925826
,395.4055556,1687.682409,452.2353877,-1,-0.173648178,-0.984807753
,395.3777778,1683.357787,452.8047349,-1,-0.087155743,-0.996194698
,395.35,1679,452.995,-1,-2.4503E-16,-1
